ANZSCO Code,Occupation,NSW,VIC,QLD,SA,WA,TAS,NT,ACT
851299,Other Food Trades Assistants,24.9,30.0,18.0,7.5,13.9,3.4,0.9,1.4
891111,Freight Handlers (Rail or Road),33.9,26.0,20.3,6.0,11.5,1.1,0.5,0.6
891112,Truck Driver's Offsiders,30.1,22.2,24.6,7.5,13.0,1.0,0.3,1.8
891113,Waterside Workers,29.1,21.0,16.4,8.3,18.2,5.2,1.5,0.0
899211,Deck Hands,24.6,9.0,29.6,4.5,22.2,7.7,2.1,0.4
899212,Fishing Hands,20.4,7.4,23.1,18.3,19.2,9.0,2.5,0.0
899411,Motor Vehicle Parts and Accessories Fitters (General),25.1,21.9,28.9,7.3,12.6,2.0,1.4,1.0
899412,Autoglaziers,26.2,22.8,26.2,6.4,14.0,1.8,1.5,1.3
899413,Exhaust and Muffler Repairers,32.2,24.0,23.0,3.3,10.4,2.7,2.2,0.0
899414,Radiator Repairers,20.4,18.8,25.4,7.5,22.5,2.5,2.1,0.0
899415,Tyre Fitters,25.6,19.3,25.9,8.7,16.1,2.6,0.9,1.0
899511,Printer's Assistants,32.4,36.2,14.3,6.2,7.2,2.0,0.6,0.7
899512,Printing Table Workers,30.1,32.8,24.0,5.2,5.1,3.1,0.0,1.0
899911,Bicycle Mechanics,26.5,28.6,20.6,7.3,10.3,3.2,0.9,3.1
899912,Car Park Attendants,34.0,25.2,22.0,5.2,10.3,1.8,0.0,1.4
899913,Crossing Supervisors,16.9,49.3,22.6,0.0,9.5,1.1,0.0,0.6
899914,Electrical and Telecommunications Trades Assistants,28.9,15.7,28.1,8.5,15.3,1.2,1.5,1.3
899915,Leaflet and Newspaper Deliverers,24.2,26.4,18.9,11.1,15.8,2.3,0.3,1.2
899916,Mechanic's Assistants,19.7,18.0,25.8,9.7,21.4,2.9,1.4,1.1
899917,Railways Assistants,49.8,17.0,32.6,0.1,0.3,0.0,0.0,0.0
899918,Sign Erectors,31.5,28.3,18.3,6.9,12.5,1.3,0.7,1.2
899921,Ticket Collectors and Ushers,24.3,26.7,21.9,8.0,15.1,2.0,0.8,1.6
899922,Trolley Collectors,25.7,20.2,31.3,7.2,12.7,1.1,0.8,1.0
899923,Road Traffic Controllers,30.1,27.6,24.0,5.0,10.7,1.5,0.4,0.6
899999,Labourers (not covered elsewhere),22.8,17.3,25.1,6.6,23.5,2.5,1.0,1.0
